Algorithm:		Bubble Sort         Merge Sort
-1609137128	476458590	476458590
-153835141	476500873	476500873
-1638452387	476574570	476574570
-2125202802	477934677	477934677
423036074	477968802	477968802
-1074234955	478477586	478477586
888428341	478617761	478617761
-549936446	478735866	478735866
615398261	478891742	478891742
1954980822	478898208	478898208
-1925018441	479100848	479100848
-625777924	479356560	479356560
591540972	479931565	479931565
560978441	480465293	480465293
-1947329069	480527632	480527632
1635681994	480534618	480534618
-865725709	480960100	480960100
-20434747	481316718	481316718
1558366721	481327309	481327309
971414297	481666030	481666030
-737960030	481858502	481858502
-484036542	482586440	482586440
-1419481942	482597003	482597003
653729480	482897412	482897412
-1734909879	483927622	483927622
542968104	484167578	484167578
-1767823930	484533945	484533945
174663800	485282797	485282797
-1237732685	485570942	485570942
5824649	486190646	486190646
1688922309	486427361	486427361
-1049225819	486513757	486513757
336547503	487075108	487075108
1239377681	487556537	487556537
-1941924430	487939242	487939242
1631426298	487982667	487982667
-2143289909	488813027	488813027
-1301926020	488846678	488846678
162332822	489375524	489375524
1116712416	489409847	489409847
1262127970	490472547	490472547
-1085048761	490497742	490497742
-2038133990	490885262	490885262
551579479	491089884	491089884
-369544999	491807926	491807926
487939242	492140273	492140273
-42978193	492503783	492503783
-1506500599	492836116	492836116
1483342373	493524929	493524929
-658071356	493691466	493691466
-1396751502	495571162	495571162
-1556906596	495587328	495587328
1699946127	495932344	495932344
-1596486376	495970690	495970690
979824394	496269421	496269421
142297415	496318169	496318169
-398284357	497938238	497938238
1571065143	498222171	498222171
1688840404	498616765	498616765
1914398631	500453816	500453816
211210470	500662924	500662924
726369727	500858266	500858266
-501879294	501079986	501079986
-1058002477	501957856	501957856
-894803858	503553661	503553661
1303123331	503641639	503641639
-1272528256	503692489	503692489
885625773	505029008	505029008
-1913213545	505552908	505552908
-577882613	506235221	506235221
399391319	506331129	506331129
-1358449797	506375320	506375320
482597003	506959982	506959982
497938238	508312498	508312498
13940054	509025526	509025526
-51618123	509738738	509738738
-1744000350	510422928	510422928
119673437	511553774	511553774
511553774	512309980	512309980
478898208	512438155	512438155
-657746716	512803134	512803134
1233072179	513085897	513085897
1670206557	514119173	514119173
-1941986533	514532177	514532177
1329238731	514567510	514567510
-1015595382	514678871	514678871
-271049969	515719451	515719451
-1675868104	516169182	516169182
-1595411124	516313055	516313055
533307617	516968087	516968087
-1472708288	517827425	517827425
3641102	518661733	518661733
-1608623592	519474978	519474978
2136901723	522128305	522128305
1230690021	523105920	523105920
858034508	523319614	523319614
1782469406	523465273	523465273
-677126407	523587504	523587504
-57631540	523745618	523745618
-1900033263	524261818	524261818
-678657452	526452861	526452861
1257320971	527046697	527046697
2045579266	527116724	527116724
-271397765	527360257	527360257
1172254135	527421610	527421610
1394298851	527624006	527624006
1119897460	528101472	528101472
-1538723714	528849587	528849587
-993882224	529415752	529415752
599231692	529479447	529479447
287213528	530932766	530932766
-990368522	531980035	531980035
-446994697	532707269	532707269
1830413114	533307617	533307617
-151866931	535198173	535198173
-1063366658	536107277	536107277
-826045284	536504073	536504073
1377329986	537066572	537066572
-280564160	537173114	537173114
652492418	538320152	538320152
-1592487995	539152405	539152405
1414636876	539954693	539954693
-1723777774	540936346	540936346
-448919534	541351887	541351887
-770662510	541760773	541760773
-1940179962	542632061	542632061
470272503	542873684	542873684
1838670841	542968104	542968104
-1231403896	545040155	545040155
1075323291	545530766	545530766
-1751438431	545544876	545544876
1160604558	547510272	547510272
1345302092	548399604	548399604
-792249308	548746986	548746986
921891100	549914763	549914763
1911137737	549997462	549997462
765893038	550131260	550131260
-1084517026	550738410	550738410
-980737669	550865196	550865196
730052632	551139126	551139126
1991381737	551193621	551193621
-810987107	551579479	551579479
1280807348	551718098	551718098
880103539	551872627	551872627
1384880168	552780360	552780360
-48500224	553758399	553758399
-1979960120	555195473	555195473
-1155195731	555607260	555607260
-944938932	556047113	556047113
1296731622	556836976	556836976
1450691110	557239524	557239524
-1636769011	558019463	558019463
-47986196	558180442	558180442
-1726894176	558709620	558709620
224431697	559044455	559044455
1063784477	559266823	559266823
-1177012579	559404618	559404618
455198823	560085617	560085617
-1180118592	560978441	560978441
-1782526527	562349436	562349436
-342370702	563444930	563444930
510422928	563616488	563616488
-589587964	563697085	563697085
1117714314	563717875	563717875
2059216838	564230668	564230668
650764542	566490999	566490999
-1742753488	567505289	567505289
-1360691124	567566491	567566491
1351298872	567566784	567566784
-1244434729	569048854	569048854
-1454258316	569187784	569187784
-2067784467	569869875	569869875
431336438	570501443	570501443
-1534666119	572070974	572070974
-261321973	572576532	572576532
-1063499648	574361522	574361522
1417792574	574545905	574545905
1796327599	575160389	575160389
58710615	576376975	576376975
967177617	576572611	576572611
-962648542	576685428	576685428
-1973172961	576752489	576752489
400979017	576865948	576865948
2119008450	578407568	578407568
-1299122037	580676683	580676683
1108904199	580733808	580733808
947636998	581982257	581982257
-1415464810	582811995	582811995
2071722111	583888437	583888437
1748203816	583934835	583934835
1216994503	585164441	585164441
128061068	585440385	585440385
-928174426	586679884	586679884
1648398081	587133921	587133921
-1136576768	587152969	587152969
2086290799	587213707	587213707
1551018250	587761684	587761684
670966080	588376927	588376927
-1475639356	588637357	588637357
215625964	589273237	589273237
1814496541	591540972	591540972
-772391051	592229432	592229432
-500473497	592771357	592771357
1127307876	593703542	593703542
1440552448	593840459	593840459
1772459272	594845979	594845979
1679955044	595731087	595731087
-1061183741	595991164	595991164
-1826018558	596634575	596634575
-1741093011	597394256	597394256
-42024063	598334544	598334544
900274961	598865067	598865067
72989286	599009578	599009578
-70614123	599231692	599231692
1044911664	599682170	599682170
1380775560	601059855	601059855
1816753256	602355593	602355593
-1667715417	602625459	602625459
1717841208	603145757	603145757
-612112667	604152460	604152460
-1089404286	604332328	604332328
1799122415	604925442	604925442
662224276	604969460	604969460
291797571	605193774	605193774
-847317269	606802551	606802551
1234860566	606941623	606941623
1240954267	607110038	607110038
-1919385692	608877808	608877808
-1331646369	609291363	609291363
-1048677996	609776206	609776206
1521029216	609854855	609854855
-1288691566	610401421	610401421
-66111963	610759854	610759854
-927981983	610902457	610902457
-1639204005	611322414	611322414
-1550549018	611731100	611731100
1197428814	611855861	611855861
1378542322	612065351	612065351
-1157647800	612560682	612560682
1678045671	613436629	613436629
-1354473414	613511905	613511905
-1440054685	614260863	614260863
226964815	614451398	614451398
-1037622890	614557678	614557678
-370557600	615398261	615398261
-432031760	616961352	616961352
420298084	618169997	618169997
1977857863	619428219	619428219
-671180211	620117388	620117388
-288206423	620506585	620506585
762876656	620750498	620750498
-1337043853	621596326	621596326
-919816724	623410887	623410887
-1415724442	623933680	623933680
1753688752	625674028	625674028
-2081359668	625969254	625969254
661806344	626343212	626343212
-1273995529	628659370	628659370
-481825571	628772459	628772459
2009080978	629521725	629521725
-581140465	629933556	629933556
239385248	629973838	629973838
-565753203	630855582	630855582
-729920475	632057786	632057786
-2019172071	632199471	632199471
919590596	633320224	633320224
1696941401	633621596	633621596
1504342234	633779638	633779638
-1752392153	634295903	634295903
135666143	635062792	635062792
1687276862	635497686	635497686
-1669401839	636503062	636503062
-1199596625	636620420	636620420
2089042361	636803621	636803621
-434726712	637397703	637397703
1313010054	637849260	637849260
-1780903080	638639990	638639990
-2094480168	638924259	638924259
-773596308	638972163	638972163
-2004760089	639314272	639314272
209177345	640987183	640987183
-1258465483	641294543	641294543
-1706590666	641580211	641580211
1524731559	641763111	641763111
-1269385209	642467502	642467502
569869875	642928119	642928119
-724779357	644342919	644342919
-1735752174	644664758	644664758
-801172793	645001037	645001037
1391632332	645054298	645054298
1820088271	645405008	645405008
127862432	645748817	645748817
691150433	645850517	645850517
536107277	646745994	646745994
-1785488941	647227607	647227607
-312195955	647294105	647294105
1089218751	648288797	648288797
-328144957	649204989	649204989
1871385448	649780784	649780784
-1565399896	650204771	650204771
-155154731	650764542	650764542
71992182	651547793	651547793
-1532251697	652492418	652492418
-1622710165	652934800	652934800
344101161	653143006	653143006
798196118	653449764	653449764
-788825355	653729480	653729480
-855390389	654566623	654566623
-496802666	655234251	655234251
-1881571084	655359128	655359128
-348568111	656043965	656043965
384616785	656411174	656411174
-2132513972	656605869	656605869
-1691133837	659018237	659018237
-734980847	659238720	659238720
12121834	660431412	660431412
1266348570	661335099	661335099
-1498235649	661806344	661806344
-114755596	662224276	662224276
-1419234822	662613894	662613894
1568755183	662768380	662768380
913691324	663570099	663570099
666932601	663607706	663607706
1604602934	664385039	664385039
-1311353443	664385474	664385474
-190571134	664517148	664517148
983287225	664571373	664571373
2019831474	664760325	664760325
1951675360	664925871	664925871
895845513	665175480	665175480
-1194140271	665572851	665572851
484533945	665722297	665722297
2001982879	666050535	666050535
-1281794720	666325052	666325052
1420398723	666646043	666646043
2040081372	666932601	666932601
1459779697	667260346	667260346
1409200676	667374128	667374128
45583581	668572828	668572828
1108292429	670366310	670366310
1822629218	670392229	670392229
1239299821	670889392	670889392
666646043	670966080	670966080
-107355027	671202107	671202107
355329013	671482295	671482295
-1269194101	671900405	671900405
-1157029495	672451783	672451783
1709490850	672575430	672575430
89887085	673455419	673455419
1837850225	674031732	674031732
-1140508372	674534870	674534870
1263476846	674669994	674669994
21743688	675756760	675756760
937214449	675974071	675974071
-1526421278	676060150	676060150
656043965	677801279	677801279
-1546079221	678347231	678347231
430460073	678682454	678682454
-1429210680	679340537	679340537
-1766014083	679602218	679602218
1234382149	679834035	679834035
-1633643459	680162769	680162769
1224146907	680287421	680287421
-471771533	680559016	680559016
1234082253	681057354	681057354
-389293754	681190718	681190718
1840414177	681325565	681325565
988425036	681402953	681402953
-1965814451	681515567	681515567
862943113	681866510	681866510
1189192585	681958292	681958292
862132722	682054216	682054216
482897412	682331483	682331483
1480959339	684296899	684296899
1524550097	685339791	685339791
-402137567	686278110	686278110
-1421237818	686698652	686698652
1846228644	687376637	687376637
-38202969	687408270	687408270
470022969	687931075	687931075
-1593637048	690176961	690176961
236607027	690225387	690225387
-65615661	690381497	690381497
506235221	690434813	690434813
1002028954	691049586	691049586
-1063097455	691150433	691150433
1256110355	691656257	691656257
-564052069	692576181	692576181
861244404	692581987	692581987
2069667624	693139895	693139895
-603667065	693178381	693178381
776163285	693484088	693484088
1433617332	693878668	693878668
-1197493754	695740013	695740013
934836815	697078132	697078132
1917183809	697084295	697084295
1486497447	698432543	698432543
464329933	698925983	698925983
-604343694	699537659	699537659
872769700	700294142	700294142
1811779463	700701454	700701454
-1237538322	701033315	701033315
-2054703103	701190211	701190211
-2146454620	702004350	702004350
-1354183996	702658579	702658579
569048854	702674803	702674803
-1571257733	702863787	702863787
-1055322793	703528965	703528965
-779414138	703917294	703917294
-1048393241	703953163	703953163
702674803	704532138	704532138
-1237418474	705856149	705856149
-482998029	706592872	706592872
-1721793557	706656968	706656968
-1205808784	707305529	707305529
447723671	708192340	708192340
-1115621971	709587611	709587611
1856242117	710393568	710393568
-127069933	713184155	713184155
-668475846	714250111	714250111
-710413410	715491441	715491441
-504479319	716085506	716085506
2054495359	716998141	716998141
-63064925	717138306	717138306
2091231735	718159169	718159169
1456811277	718511995	718511995
-390008588	721399380	721399380
-938925944	721615361	721615361
1215501173	723031764	723031764
-183221856	723199185	723199185
453266109	724094476	724094476
-886769205	725170286	725170286
315146981	725650709	725650709
1712608635	726005999	726005999
-1584339124	726168355	726168355
468815051	726369727	726369727
-1089377302	726634431	726634431
281012886	728662513	728662513
-2002238045	730052632	730052632
141384950	731165290	731165290
-34229250	731728642	731728642
562349436	731918458	731918458
880707828	732115756	732115756
-2109801310	732242065	732242065
-186282058	734299021	734299021
1011596098	734355797	734355797
1068917131	734794189	734794189
-1763439075	737686164	737686164
-75255735	738422219	738422219
357231285	738982999	738982999
1077420011	740429179	740429179
1470546434	742474820	742474820
1008452946	743854458	743854458
-1692019502	746087429	746087429
-1346087369	746507895	746507895
490497742	747280399	747280399
-1483434284	748011067	748011067
-871233414	748617857	748617857
12889044	749644335	749644335
1443159474	749651688	749651688
1423653759	749663078	749663078
-1477552794	751110607	751110607
451135307	751219761	751219761
1695287466	751387441	751387441
-1881870543	751939194	751939194
228964951	753790103	753790103
807367283	753983362	753983362
812352973	754033409	754033409
-793162306	754122400	754122400
1108771474	754313328	754313328
-1869194034	754484900	754484900
414993382	755383721	755383721
-628165132	755747366	755747366
-1521924469	756608056	756608056
-75161549	757349334	757349334
1177353284	757874465	757874465
-492775207	760849574	760849574
-280312864	760967937	760967937
-319001683	761247044	761247044
-1412760114	762287048	762287048
-211633866	762876656	762876656
-1682521976	762911832	762911832
-1139509085	763419495	763419495
1406776666	763801992	763801992
-1885364392	764482530	764482530
-785289908	765172857	765172857
-1828704712	765185449	765185449
-1980469442	765783839	765783839
-952810219	765893038	765893038
-1544553611	766750904	766750904
-1817929996	766900040	766900040
778882598	767745554	767745554
-1857307123	768563058	768563058
-1756866106	768649859	768649859
-293630813	769440344	769440344
-484388057	770583531	770583531
-114761679	771044219	771044219
1967869100	771246227	771246227
-1997357443	771763214	771763214
572576532	772541643	772541643
-558681975	773134628	773134628
602625459	774690808	774690808
-1447660154	775592637	775592637
-1959858928	775845655	775845655
581982257	776163285	776163285
-261743044	777042861	777042861
1082768184	777798828	777798828
-2086218140	778587824	778587824
-1123588700	778882598	778882598
-1295165075	779004527	779004527
-412367266	779161537	779161537
1844842386	780108085	780108085
-1592828356	781209129	781209129
937906536	785833580	785833580
-100347326	786268504	786268504
1606014634	789676545	789676545
1836508153	789678358	789678358
242127806	789718764	789718764
-1046297590	790079205	790079205
152660699	790365234	790365234
-1428556927	791356415	791356415
1497067813	791775160	791775160
194003550	794446791	794446791
-95914676	794680210	794680210
166133351	795441457	795441457
-916896663	796016549	796016549
-1026350258	796632131	796632131
914795308	798167027	798167027
1749345711	798196118	798196118
-1129007968	799142672	799142672
-1345760141	799499285	799499285
-72418041	799525680	799525680
-427845487	799772219	799772219
2133812897	800628124	800628124
233414995	800864438	800864438
1404692315	802023979	802023979
-1856414851	802852757	802852757
1471730102	803250411	803250411
-1671431159	803366254	803366254
-1078216597	803593052	803593052
-633668769	804110561	804110561
-657249392	805364094	805364094
1871916069	805991889	805991889
2065751890	806852196	806852196
-1520602845	807367283	807367283
-2031706245	807577974	807577974
-2112092207	807737301	807737301
930584666	808406200	808406200
619428219	808912834	808912834
1848919250	810133709	810133709
-1584096460	810337221	810337221
372738702	810488514	810488514
654566623	810813227	810813227
-1990358860	812194263	812194263
1227350554	812241824	812241824
871180941	812352973	812352973
1164616661	815375108	815375108
-1483997449	815695155	815695155
-1624180780	816093600	816093600
-2009598303	816690904	816690904
1765069682	816988519	816988519
-779039140	817747839	817747839
-1765613220	819342642	819342642
-1117265905	819881320	819881320
-153170400	820672758	820672758
1863461892	821312973	821312973
132142525	821368810	821368810
309818800	823119452	823119452
1619100832	823298811	823298811
-1018127837	823459965	823459965
-339924815	824422641	824422641
1340449728	824933812	824933812
-1202609326	826224857	826224857
-613097998	826414828	826414828
869874571	826496273	826496273
1556815093	826514601	826514601
-1651161164	826601128	826601128
32694506	827315786	827315786
1969166423	828903338	828903338
1924448467	829363368	829363368
-1241445848	830208554	830208554
-90377938	830759504	830759504
-869360833	831940942	831940942
1032688446	832222761	832222761
221601785	832565575	832565575
616961352	832873604	832873604
2090749487	833304299	833304299
645405008	833886483	833886483
-1474192993	834158471	834158471
-1953929448	836493555	836493555
1854167740	836733295	836733295
1981820780	837073107	837073107
1520566594	838483029	838483029
-2093503992	838743509	838743509
969029185	842106392	842106392
302754963	842162808	842162808
1057152380	842281034	842281034
-984903548	843101876	843101876
580676683	843126569	843126569
436299509	843240951	843240951
-647340957	843596029	843596029
-849845079	844593134	844593134
-1260770506	844856736	844856736
738422219	846800273	846800273
13085382	848089029	848089029
1080952892	848574977	848574977
775845655	849198408	849198408
1070763107	849508254	849508254
-1408910411	850285324	850285324
1353220061	850793233	850793233
1168582364	850939200	850939200
-608277892	851262150	851262150
287605830	851437346	851437346
-1219461765	852495976	852495976
574361522	853180912	853180912
1827069395	853745389	853745389
1958981526	855493689	855493689
475373066	856267685	856267685
937099942	857679943	857679943
843596029	857939926	857939926
936775438	857974798	857974798
-1723707789	858034508	858034508
-778862450	858307383	858307383
-449453193	858336387	858336387
1055214311	859189976	859189976
-1286304820	859300575	859300575
315574314	859429017	859429017
-394074373	860321223	860321223
-1631480081	860873436	860873436
1533407944	861244404	861244404
1106453125	862132722	862132722
-1429529068	862179154	862179154
1978757004	862943113	862943113
-1644113295	862994515	862994515
102076833	863146865	863146865
1163050996	864135270	864135270
754033409	864339375	864339375
161953300	864343027	864343027
-1960884910	865305062	865305062
-2129853051	865717701	865717701
-1315558672	866258534	866258534
-131327365	866879318	866879318
109279850	867058834	867058834
-339278915	867548304	867548304
400595487	867563708	867563708
-649182623	867583751	867583751
150775830	869010060	869010060
-1183492298	869684483	869684483
-727113090	869874571	869874571
197615138	871116275	871116275
966532999	871151979	871151979
-696748803	871180941	871180941
1086551912	871349614	871349614
1710848690	871644687	871644687
977371604	872275389	872275389
-392907607	872769700	872769700
2115571753	873977270	873977270
596634575	874498867	874498867
1735995422	874525434	874525434
1922590639	875698927	875698927
935759552	876800636	876800636
-787995270	876927805	876927805
604969460	877493327	877493327
-478440971	877782690	877782690
316821221	878218095	878218095
74070178	878947700	878947700
1301646841	879726542	879726542
-496363612	879981226	879981226
1265525068	880103539	880103539
851437346	880707828	880707828
418771140	881484858	881484858
-1897761726	881596063	881596063
-1202161877	881773153	881773153
-413891858	881923648	881923648
-686064121	882058614	882058614
-333426945	883838572	883838572
-561085958	884270353	884270353
-1414067064	884906587	884906587
1344698354	885612987	885612987
447447118	885625773	885625773
1851198329	887145015	887145015
1629177015	887285298	887285298
1905813721	887787596	887787596
-10920777	888176484	888176484
1535674871	888428341	888428341
-330455685	889756932	889756932
-808428781	889826074	889826074
1033328875	890564361	890564361
422261968	891178622	891178622
1614378555	892346573	892346573
-281531611	892535487	892535487
145971992	893802035	893802035
2143624502	895845513	895845513
926904128	897248464	897248464
-873310176	898409816	898409816
-431534722	900274961	900274961
-1287090380	902301720	902301720
1284415590	902878400	902878400
-1444284857	904928741	904928741
-2144156094	905377000	905377000
1721302768	905688266	905688266
-1147629808	905872310	905872310
-1055086604	907167147	907167147
-1612261246	908079872	908079872
253429296	908638616	908638616
1607778140	909698742	909698742
-451886917	910344357	910344357
1014325929	910782123	910782123
-1358416354	910847519	910847519
-1583932265	911061789	911061789
1088943823	911394021	911394021
-1709806077	911842548	911842548
-1987591857	911843024	911843024
-2130709261	912527351	912527351
-1113504092	913391658	913391658
434860947	913668353	913668353
1410941441	913691324	913691324
1296268407	914795308	914795308
-1675432746	914849055	914849055
-588146140	914853738	914853738
-839966556	917127049	917127049
1207044918	918074284	918074284
1389337161	918841737	918841737
1922122141	919590596	919590596
1403674267	919967380	919967380
684296899	921869146	921869146
1425557136	921891100	921891100
-1286967399	924127622	924127622
1421986115	924266268	924266268
1378600675	924780441	924780441
867058834	925052933	925052933
-1209863881	925181971	925181971
200988979	925366829	925366829
-1076062844	925490394	925490394
-1987084950	925644478	925644478
-1099676115	926904128	926904128
-1778728507	927972877	927972877
-1134163474	928024233	928024233
-2006911601	929871274	929871274
1040492835	930071674	930071674
1280996565	930584666	930584666
347088696	931223561	931223561
1441398836	931828673	931828673
2016921918	932419993	932419993
17866440	932463816	932463816
1748813308	934705631	934705631
-540752655	934836815	934836815
1817774330	934843840	934843840
1907416784	935406497	935406497
-565206707	935557653	935557653
-2113995869	935759552	935759552
550131260	936001437	936001437
-1406156947	936775438	936775438
-1336557847	937099942	937099942
78643855	937214449	937214449
352317351	937299962	937299962
-1949355210	937459956	937459956
-815880533	937601838	937601838
-1353207091	937906536	937906536
937601838	939556167	939556167
1422891481	939715903	939715903
1353522498	939885034	939885034
-1070885149	940286630	940286630
-1443393047	940888615	940888615
1958580575	940955909	940955909
462181927	941752623	941752623
-1615960145	942132694	942132694
-1455102676	942657068	942657068
-1141565516	942673418	942673418
-1812868916	943254043	943254043
-129502326	943395052	943395052
1675223253	943987350	943987350
-143212442	946802431	946802431
826496273	947636998	947636998
475124650	947856609	947856609
-966799642	948668282	948668282
-1598815571	950153318	950153318
1243333371	950486681	950486681
762287048	951028502	951028502
862994515	952324079	952324079
-1614552150	952410793	952410793
73443751	952434371	952434371
2085564418	952621723	952621723
-2785509	953388645	953388645
-1681817357	953435024	953435024
-1482303108	956990648	956990648
-229044990	958966296	958966296
-2070442596	959289349	959289349
-1859502257	959406266	959406266
1442538911	960071245	960071245
-979055010	960331938	960331938
319375139	960753638	960753638
-416702019	962012763	962012763
-267007829	963980112	963980112
-1661292735	964548502	964548502
1848538562	965376148	965376148
-820179781	966532999	966532999
478617761	966670114	966670114
-335593141	967177617	967177617
151843174	968277076	968277076
-1384515132	968921478	968921478
-1178880483	969029185	969029185
421639606	969265667	969265667
-402121688	971157100	971157100
-1260036327	971414297	971414297
-1898233141	972900201	972900201
-1111288647	973448721	973448721
-175681565	974867109	974867109
-739029052	976412628	976412628
-1412191464	976610091	976610091
2005862192	976660310	976660310
85790982	977371604	977371604
-135129127	979433505	979433505
1542004524	979546624	979546624
-1503324548	979824394	979824394
-579986774	981788033	981788033
1402231039	982280551	982280551
-747448554	982310074	982310074
-1900312921	983287225	983287225
-42690586	984979873	984979873
1937894190	985135491	985135491
1210768969	986439041	986439041
-1957482804	987184676	987184676
-1901257118	987326822	987326822
487556537	987631048	987631048
250257990	987910677	987910677
-995757131	988157356	988157356
142622250	988425036	988425036
685339791	989822550	989822550
-1055573862	990841141	990841141
-1360017211	991591369	991591369
2064956100	992292686	992292686
872275389	992990322	992990322
-1702129653	992997086	992997086
-481535208	993746620	993746620
-1511800444	993892331	993892331
1400331062	994824377	994824377
-166330098	995253800	995253800
-1285436696	995284175	995284175
-634801891	995480407	995480407
635497686	995870060	995870060
2096230779	995901148	995901148
-1414326478	998771406	998771406
-136100229	998839007	998839007
754484900	999481026	999481026
-1377206397	1000432877	1000432877
-1925505127	1000441583	1000441583
1857045200	1000576289	1000576289
1103478615	1000932867	1000932867
1816553441	1001222779	1001222779
-1248108407	1002028954	1002028954
1072815853	1002287953	1002287953
10380059	1002505563	1002505563
1582340943	1002508048	1002508048
1949814175	1002636181	1002636181
1309450194	1002882876	1002882876
-40178028	1005635761	1005635761
-920897733	1005699841	1005699841
206270023	1008452946	1008452946
1662673031	1008874240	1008874240
2057909794	1008912003	1008912003
57791930	1009912667	1009912667
-1500012378	1010165543	1010165543
-254630611	1010701673	1010701673
-963920537	1011596098	1011596098
1993828540	1013613181	1013613181
-485873990	1013930126	1013930126
-1724085425	1014287354	1014287354
-1275559163	1014325929	1014325929
-747694975	1014952505	1014952505
567566784	1015260756	1015260756
-1524700291	1016284558	1016284558
301089964	1017441964	1017441964
-1396392629	1018044503	1018044503
-1372561451	1019088281	1019088281
257458203	1020343104	1020343104
1453555539	1020475827	1020475827
838483029	1020717612	1020717612
1236705248	1023661450	1023661450
882058614	1026874626	1026874626
-458051644	1027119318	1027119318
1447915523	1028073940	1028073940
-403591250	1029083622	1029083622
1382188823	1029280937	1029280937
1551603550	1029800829	1029800829
921869146	1030818599	1030818599
-720697250	1031404173	1031404173
823119452	1031425910	1031425910
789678358	1032306660	1032306660
1005635761	1032551199	1032551199
-901853954	1032688446	1032688446
-849795517	1033328875	1033328875
1420493502	1036502814	1036502814
-1303043160	1038638154	1038638154
1031425910	1039010214	1039010214
-461035383	1039071655	1039071655
1263998602	1040492835	1040492835
-101876135	1040551721	1040551721
1365475236	1042182018	1042182018
-2103998477	1042510720	1042510720
-773756722	1044911664	1044911664
-687245874	1045154525	1045154525
1581623496	1045646066	1045646066
1366658026	1046260796	1046260796
-1512978932	1046379718	1046379718
-1127945806	1046665540	1046665540
-314433246	1046977589	1046977589
1839083853	1047725893	1047725893
-1631546066	1048259739	1048259739
-1655325878	1048359831	1048359831
-471216167	1049109051	1049109051
184747138	1050640297	1050640297
352954895	1050754966	1050754966
-687732827	1051750701	1051750701
1632546079	1054073209	1054073209
-1479800626	1055138216	1055138216
-1703199681	1055214311	1055214311
2097369362	1055625325	1055625325
-1393909615	1056251550	1056251550
-324910873	1056287800	1056287800
-1321794041	1056629050	1056629050
-2031203375	1056749332	1056749332
1974165987	1057119216	1057119216
2143399110	1057152380	1057152380
-1411919958	1057390993	1057390993
1451115022	1057951758	1057951758
1112096700	1058001743	1058001743
-489893696	1058734366	1058734366
172878574	1059355212	1059355212
-1373748470	1060535173	1060535173
1174991070	1060666877	1060666877
812194263	1060818777	1060818777
218718938	1063112832	1063112832
1098486171	1063784477	1063784477
476500873	1063983015	1063983015
122467149	1064196282	1064196282
1949361088	1064581886	1064581886
-805304874	1064652462	1064652462
757874465	1066045439	1066045439
-908353158	1066451957	1066451957
1326489469	1066806078	1066806078
2128762377	1067707592	1067707592
2136329230	1067724007	1067724007
1291531743	1068917131	1068917131
-1059278338	1069217254	1069217254
1742043887	1069501688	1069501688
-2042907165	1070569510	1070569510
731918458	1070763107	1070763107
-677983737	1071132070	1071132070
-81026274	1071225204	1071225204
1474018241	1071720642	1071720642
-670227877	1072387233	1072387233
681515567	1072599408	1072599408
-1983616572	1072815853	1072815853
-1086971139	1072934406	1072934406
-1526995594	1073938253	1073938253
1215616558	1075323291	1075323291
-1522711406	1076324574	1076324574
-1465532416	1077134401	1077134401
-381272645	1077420011	1077420011
1353367643	1078087453	1078087453
-840540937	1078826784	1078826784
-2110445201	1079743666	1079743666
-313591965	1080101391	1080101391
878218095	1080454610	1080454610
1569671313	1080814607	1080814607
-982419061	1080952892	1080952892
-206694771	1081673447	1081673447
1486492814	1082060970	1082060970
-1216195360	1082269578	1082269578
224215513	1082768184	1082768184
-1414009848	1083342265	1083342265
-1069958776	1084351326	1084351326
1748785724	1085976795	1085976795
-802384636	1086551912	1086551912
228598642	1087125281	1087125281
-1749856421	1088943823	1088943823
635062792	1089218751	1089218751
731728642	1089899468	1089899468
-1300816255	1090250803	1090250803
1435598076	1090350409	1090350409
471133224	1090716559	1090716559
-1437801610	1091395687	1091395687
1867592096	1091536721	1091536721
989822550	1091616725	1091616725
-550076497	1091658904	1091658904
-1566594475	1091989222	1091989222
1741460925	1093229317	1093229317
1434817426	1093592505	1093592505
-183587	1096137481	1096137481
-756874549	1096939402	1096939402
438575969	1097179702	1097179702
1166450841	1097327842	1097327842
-233265592	1098486171	1098486171
1418656863	1099032811	1099032811
-1823855872	1099786705	1099786705
-780549930	1101481027	1101481027
-1491079336	1101563906	1101563906
2015991381	1102009501	1102009501
359136914	1102286089	1102286089
-1941777600	1102626041	1102626041
2076233207	1103478615	1103478615
-963619501	1103827683	1103827683
-338427806	1104292216	1104292216
-1447476585	1104494700	1104494700
1673529737	1105589270	1105589270
1502809926	1105778200	1105778200
-430355675	1106032930	1106032930
664571373	1106274342	1106274342
1584277786	1106453125	1106453125
924127622	1108292429	1108292429
1338591053	1108484215	1108484215
388650343	1108648285	1108648285
1471347414	1108683973	1108683973
-174586569	1108720158	1108720158
176210335	1108771474	1108771474
2088890180	1108904199	1108904199
-1794793795	1108951463	1108951463
-244959758	1109126478	1109126478
-2045815038	1110519782	1110519782
-1858221794	1112096700	1112096700
-2133981034	1112415975	1112415975
-456647003	1112713849	1112713849
1154042266	1114343092	1114343092
1869289840	1114788025	1114788025
487075108	1114879321	1114879321
369844407	1115229221	1115229221
-1007086827	1115398385	1115398385
898409816	1115648233	1115648233
516968087	1116310517	1116310517
836733295	1116712416	1116712416
2129086532	1116756468	1116756468
-1948410211	1117714314	1117714314
-486335419	1119897460	1119897460
-1578153578	1121549515	1121549515
-112942611	1122373061	1122373061
1389747698	1122429293	1122429293
932419993	1123125540	1123125540
-186449062	1123236678	1123236678
-638894369	1123478949	1123478949
